Order,Run.Num,Run.Date,Run.Plant,Flower number,Site,Site.Type,Species,Plant,er.1 hexanol,er.2-amino phenyl ethenone,er.2-phenyl ethanol,"er.2,6-dimethyl-1,3,5,7 octatetraene (trans)",er.6-methyl-5-hepten-2-one,er.alloaromadendrene,er.alpha bergamotene,er.alpha humulene,er.alpha pinene,er.alpha terpineol,er.alpha tirpenene,er.alpha tirpenolene,er.benzyl acetate,er.benzyl alcohol,er.beta cadinene,er.beta farnesene,er.beta longipinene,er.beta myrcene,er.beta phellandrene,er.beta pinene,er.borneol,er.caryophyllene oxide,er.cinnamic alcohol,er.cis 3 hexen 1 ol,er.cis 3 hexen 1 ol,er.cis beta ocimene,er.cis jasmone,er.DMNT,er.gamma cadinene,er.gamma tirpenene,er.geraniol,er.germacrene D,er.intermedeol,er.limonene,er.linalool,er.methyl nicotinate,er.methyl salicylate,er.myroxide,er.naphthalene,er.para cymene,er.patchoulane,er.sabinene,er.sabinene hydrate,er.terpinen-4-ol,er.trans 2 hexen 1 ol,er.trans beta caryophyllene,er.trans beta ocimene,er.trans cinnamic aldehyde,er.trans DMNT,er.trans trans alpha farnesene,er.unknown C15H24,er.unknown sesqui,er.veratrole,er.verbenone,N.compounds,
189,125,30-Nov,15,8,DVT,Two,Ung,4,0,0,0,0,0.001354602,0,0,0,0.001736119,0.000245396,0.001654393,3.88E-05,2.77E-05,0,0,0,0,0.000717133,0.006855718,0.000182584,0,0,0,0.000744687,0.011240578,0.00E+00,0,0,0,0.000822267,0,0,0.000190008,0.002784051,0,0,0.000398743,0,0,0,0,0.000129389,0.000315562,0.002629962,0,0,0.000476526,0,0,0,0,0,0,0,19,
190,175,12-Jan,2,8,DVT,Two,Ung,24,0,0,0,0,0,0,0,0.000145856,0.004300596,0.000223038,0,0,0,0,2.10E-05,0,9.47E-05,0.001923861,0,0.000463707,0,0,0,0.001621849,0,0,0,0,0.00017537,0.000633116,4.82E-05,0.000648766,0,0,0,0,0,0,0,0.000283432,0,0.000205976,0.000252749,0,0,0.004383766,0,0,0,0.000204411,0,0,0,0,17,
191,220,14-Jan,10,7,DVT,Two,Ung,33,0,1.94E-05,0,0,0.000422368,0.000140862,0,3.90E-05,0.001896919,0,0,0,2.45E-05,0,0,0,0.000115701,0.000390348,0,0.000138157,0,0,0,0.000163121,0,0.00E+00,0,0.014637562,0.000436944,0.00E+00,6.93E-06,0.000161714,0,0,0,0,0.000662996,0,0,0,0,4.54E-05,0.000134944,0,0,0.000409217,0,0,0,9.53E-07,0,0,0,6.67E-06,20,
192,242,15-Jan,14,6,DVT,Two,Ung,32,0,0,0,0,0,0,0,0,0.002017926,0.00055256,0,0,0,0,0,0,0,0.001079089,0,0.000181609,0,0,0,0.000173647,0,0,0,0.015167932,0.000111486,0,0,6.66E-05,0,0.001478683,0,0,0,0,0,0,0,0,0.000239868,0,0,0.000793122,0,0,0,7.27E-05,0,0,0,0.000146043,13,
193,255,20-Jan,10,7,DVT,Two,Ung,31,0,0,8.28E-05,0,0.000829041,0,0,0,0.002023168,0,4.69E-05,0,0,0,0,0,0.000534974,0.001026323,0,0.000164524,0,0,0,0.001202445,0.008723329,0.00E+00,0,0.015296608,0.000310711,0.000500729,0,0.000130565,0,0.001541743,0,0.000147999,0,0,0,0.000119924,0,9.02E-05,0.000577554,0,0.00105164,0.001291297,0.00017873,0,0.000502606,8.43E-05,0.000372902,0,0,0.000340223,25,
194,262,20-Jan,17,7,DVT,Two,Ung,29,0,0,0.001545822,0,0.000331983,0,0,1.85E-05,0.000844311,0.000653096,0.000161353,0.000128375,0,0,0,0,0,0.002171743,0,6.09E-05,0,0,0,0.000482644,0,0,0,0,0,0.001427411,6.30E-05,0,0.000321935,0.002177413,0,0,0.002154305,0,0,0.000368246,0,4.90E-05,0,0,0,0.004007054,0.002282063,0,0,0.000156859,0,0,0,0,20,
195,281,24-Jan,2,9,DVT,Two,Ung,30,0,0,0,0,0,0,4.17E-05,0,0.000431813,0,0,0,6.56E-05,0,0,0,0,0.00E+00,8.88E-05,0,0,0,0,0.001082246,0.019906026,0.00E+00,8.50E-05,0,0,0.00E+00,0,0.000141724,0,0,0,0,4.49E-05,0.000611179,0,0,0,0,0,0,0.000389401,0.000288786,0.000681053,0,0,0,0.000177004,0,0,0,14,
196,26,14-Nov,13,7,NP,Two,Ung,2,0.000680359,6.53E-05,0,0,0,0,0,0,0,0,0,0,0,0.000162419,0,0,0,0,3.18E-05,0,0,0,0,0.000663218,0.006643212,0.000950563,0,0,0,6.67E-05,0,0.000326073,0,0,0,0.000338167,0.00E+00,0,0,0,0,0,0,0,0,9.76E-05,0.021862152,0,0,0,0,0,0,0,12,
197,27,14-Nov,14,7,NP,Two,Ung,7,0,0,0,0,0,0,0,0,0.000422419,0,0,0,0,0.000104423,0,0,0,0,0.000115863,0,0,0,0,0,0.004026312,0.000791566,0,0,0,0.000175809,5.05E-05,0.000279005,0,0,0,0,0.00E+00,0,1.16E-05,0,0,0,0,0,0,0.000371977,0.018115548,0,0,0.00E+00,0,0,0,0,11,
198,28,14-Nov,15,6,NP,Two,Ung,12,0,0,0,0,0,0,0,0,0.002899021,0,0,0,0,0.000281994,0,0,0,0.001245505,0.000380613,0.000254935,0,0,0,0,0.000465405,0.000631632,0,0,0,0.000746365,0,0,0,0,0,0.000427295,0.00E+00,0,0,0,0,0.000138713,0.000297377,0,0,0.000653597,0.0142828,0,0,0,0,0,0,0,13,
199,59,17-Nov,11,7,NP,Two,Ung,4,0.000857594,5.53E-05,0,0,0,0,0,0,0,0,0,0,0,9.61E-05,0,0,0,0.000107843,0,0,0,0,0,0,0.004555753,0.000834757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009160362,0,0.013886637,0,0,0,0,0,0,0,8,
200,65,17-Nov,18,7,NP,Two,Ung,13,0.000693042,6.86E-05,0,0,0.002650942,0,0,0,0.001970841,0.000307489,0,0,0,0.000269157,0,0,0,0.00142498,0.000278318,0.000179499,0,0,0,0,0.019909561,0.000579345,0,0,0,0.000855876,0,0,0,0.001911316,0,0.000495853,0,0,0,0,0,7.79E-05,0.000136325,0.000342811,0.005717321,0.001103779,0.016939363,0,0,0.00E+00,0,0,0,0,20,
201,66,17-Nov,19,7,NP,Two,Ung,9,0.000484741,0,0,0,0,0,0,0,0,0,0,0,0,0.000120343,0,0,0,0,0,0,0,0,0,0,0.005401533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008718017,9.12E-05,0,0,0,0,0,0,0,0,5,
202,78,18-Nov,9,6,NP,Two,Ung,10,0,0.00011562,0,0,0,0,0,0,0.00E+00,0.000322935,0,0,0.00E+00,0,0,0,0,0.00031952,0,0,0,0,0,0,0.032876321,0.001035366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133649,0.034642577,0,0,0.00E+00,0,0,0,0,7,
203,129,30-Nov,19,8,NP,Two,Ung,11,0.000707917,0.000114559,0,0,0.001988067,0,0,0.000236204,0,3.58E-05,0.001784447,0,0.00E+00,0.000233271,8.83E-05,0.00053331,0.000335672,0.000617114,0.008242071,7.83E-06,0,0,0,0,0.004998865,0.001913432,0,0,0.000969906,0,0,0.000191418,0,0.002256524,0.000234068,0.000579076,0,0,0,0,0,0,0,0,0,0.00143466,0.051338233,0,0,0,0,0,0,0,22,
204,168,15-Dec,3,7,NP,Two,Ung,24,0,0.00011209,0,0.000209498,0,0,0,0,0,0,0.000108856,0,0.00E+00,0,0,0,0,0.000117667,0,0,0.000180856,0,0,0.002606981,0.068197248,0.002610057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002363,0.035154636,0,0,0.00E+00,0,0,0,0,10,
205,172,19-Dec,4,6,NP,Two,Ung,21,0,0.000193461,0,0,0,0,0,0.000148979,0,0,0,0,0,0,0,0,0.000276853,0.000433,0,0,0,0,0,0,0.00701055,0.001536961,0,0,0.000312455,0,0,0.000487103,0,0,0,0.001814704,0,0,0,0,0,2.06E-05,0,0,0.001891968,0.000427896,0.043186678,0,0,0,0,0,0,0,13,
206,205,13-Jan,12,6,NP,Two,Ung,36,0.000517074,0.000175957,0,7.86E-06,0.001385385,0,0,0,0,0,0,0,0,0,0,0,0,0.000190498,4.72E-05,0,6.58E-05,0,0,0,0.017561591,0.001558657,0,0,0,0,0,0,0,0.000105674,0,5.86E-05,0,0,0,0,0,0,0,0,0,0,0.023845468,0,0,0,0,0,0,0,12,
207,226,14-Jan,16,6,NP,Two,Ung,31,0.000244496,4.04E-05,0,0.000291401,0.00047699,9.28E-05,0,9.35E-05,0,0,0,0,0.00E+00,0,0,0,5.51E-05,0.000276229,0,0,0.000305958,0,0,0,0.028413471,0.003477969,0,0,0.000110143,0,0,0.000151772,0,0,0,0.000294433,0,0,2.28E-05,0,0,0,0,0,0,0.001103131,0.053876531,0,0,0,0,0,0,0,17,
208,249,20-Jan,4,7,NP,Two,Ung,32,0,0.000382079,0,0.000774017,0.00127785,0.000965595,0,0.000251813,0,0.001308747,0,0,0,0,0,0,0.000605329,0.001248463,0,0,0.001473089,0,0,0,0.008161969,0.008712214,0,0,0.001322207,0.000144535,0,0.000676653,0.000153355,0.000625784,0.000645002,0.000877549,0,0.001204094,0.000186168,0,0,2.62E-05,0,0,0,0.002747332,0.191130589,0,0,0,0,0.00019427,0,0,24,
209,304,2-Feb,2,7,NP,Two,Ung,41,0.00050345,0.000191871,0,0,0.000372942,0.000147969,0,0,0.001008052,0,0.000149362,0,0.00E+00,0,0,0,0,0.000327164,0.00015876,9.25E-05,6.01E-05,0,0,0,0.007457329,0.000827851,0,0,0,0.000348202,0,0,0,0,0,0.000189065,0.00E+00,0,0,0,0,0,0,0,0,0.00048919,0.01601528,0,0,0,0,0,0,0,16,
210,309,5-Feb,3,6,NP,Two,Ung,40,0.000969501,0.000183064,0,0.000204596,0.000710282,0,4.83E-05,0,0,0,0,0,0.00E+00,0,0,0.000169073,7.45E-05,0.000252048,0,0,0.000583364,0,0,0.001250074,0.021090135,0.002331604,0,0,0,0,0,0,0,0.000475015,0,0,0,0.000660581,0,0,0,0,0,0,0,0.000443861,0.044834664,0,0,0,0,0,0,0,16,
211,10,13-Nov,14,6,SC,Two,Ung,11,0,0,0,0,0,0,0,0.000476242,0.00E+00,0,0,0,7.74E-05,0,0,0.000536767,0.000290563,0,0,0,0.000399941,0,0,0.001456999,0.038171549,0.004111798,0,0,0.000833341,0,0,0.001397288,0,0,0,0.000573589,0,0,0.000142636,0,0,0,0,0,0,0,0.083089863,0,0,0.00035073,0.000119533,0,0,0,15,
212,16,14-Nov,2,6,SC,Two,Ung,2,0,0.000143028,0,0,0,0,0,0.000205819,6.64E-05,0,0,0,0,0.00018422,0,0,0,0,8.95E-05,0,0,0,0,0,0.002269717,0.001704421,0,0,0.000235651,0,0,0.000188733,0,0,0,0.000233591,0,0,0,0,0,0,0,0,0,0,0.051017184,0,0,0,0,0,0,0,11,
213,30,14-Nov,18,6,SC,Two,Ung,5,0,9.64E-05,0,0,0,0,0,0,0.00E+00,0,0,0,0,0.000271442,0,0,0,0,0.000146585,0,4.03E-05,0,0,0.002855212,0.054037852,0.002287968,0,0,0,0,0,3.59E-05,0,0,0,0.000101234,0.00E+00,0,0,0,0,0,0,0,0,0,0.062935244,0,0,0,0,0,0,0,10,
214,49,15-Nov,22,8,SC,Two,Ung,9,0.000219089,0,0,0,0,0,8.54E-05,0,0.00024629,0,0,0,2.84E-05,0.000106904,0,0,0,0,0,2.99E-05,8.99E-05,0,0,0.000397377,0.012310411,0.000971204,0,0,0,0,0,0.000108604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.021389278,0,0,0,8.45E-05,0,0,0,13,
215,69,17-Nov,22,8,SC,Two,Ung,12,0,0.000109202,0,0.000154677,0,0.000184451,0,0.000182143,0.001851563,0.000149631,0,0,0,0.000114364,0,0,6.25E-05,0.00104469,0.000226174,0.00014767,0.000191889,0,0,0.000660252,0.011901277,0.002034449,0,0,0.000223403,0.000665648,0,0.000597609,0,0.001269768,0.000217964,0.000211055,0,3.99E-05,0,0,0,8.08E-05,0.000219593,0.001593491,0.007422818,0,0.032829263,0,2.04E-05,5.29E-05,0,0,0,0,29,
216,71,18-Nov,2,7,SC,Two,Ung,10,0,0,0,0,0,0,0,2.63E-05,2.80E-05,0.00E+00,0,0,0,0,0,0,0,0,0,0,2.93E-05,0,0,0.000133635,0,0.002559057,0,0,0,0,0,0.000234413,0,0.000366006,0,0,0,0,0,0,0,0,0,0,0,0,0.040662412,0,0,0,0,0,0,0,8,
217,79,18-Nov,10,7,SC,Two,Ung,8,0,3.30E-05,0,0,0,0,0,0,0.002471054,0.00015292,0,0,0,0,0,0,0,0,0,0.000303895,0,0,0,0.000741037,0.014260687,0,0,0,0,0.000204341,0,0.000151004,0,0.000542855,0,0,0.00E+00,0,0,0,0,6.36E-05,0,0.000187193,0,0.00E+00,0,0,0,0,0,0,0,0,11,
218,127,30-Nov,17,12,SC,Two,Ung,7,0.00061403,0.000180533,0,0,0.001128212,0,0.000146149,0.000112038,0.00135094,0.000536215,0.001104679,0.0001528,0,0.000261785,0.000103116,0,0,0.001516295,0.005389477,0.000138322,4.98E-05,0,0,0.001246883,0.016247536,0.000748737,0.000102824,0,0,0.001269995,0,3.32E-05,0,0.00300004,0.000121411,0.000284246,0,0.000161622,0,0.000361629,0,0.000113896,5.38E-05,0.003510312,0,0,0.017145696,0,0,7.36E-05,0,0,0,0,31,
219,179,12-Jan,6,10,SC,Two,Ung,31,0,0.000286851,0,0.000234153,0,0,0,0.000107325,0,0.000164199,0,0,0,0,0,0,0,0.000407519,0,4.14E-06,4.53E-05,0,0,0.000397708,0.008177149,0.002527042,0.000150531,0,0.000237385,0,0,0.000977137,0.000238087,0,0,0.000276927,0,0,0,0,0,1.61E-05,0,0,0.001029703,0,0.072626307,0,0,0.000262024,0,0,0,0,19,
220,182,12-Jan,9,7,SC,Two,Ung,28,0,0.00021621,0,0.000218873,0,0,0.000336579,0.000206208,0,0.000859507,0,0,0,0,0,0,0,0.000748713,0,3.31E-06,0.000206215,0,0,0.00099077,0.024405711,0.004075762,0,0,0,0,0,0.002449855,0,0,0,0.00082458,0,0,0,0,0,3.90E-05,0,0,0.000972005,0.003389006,0.082858725,0,0,0.000233706,0,0,0,0,18,
221,208,13-Jan,15,6,SC,Two,Ung,35,0.000388793,6.90E-05,0,0.000208761,0.001594915,0.000277736,0,0,0,0.00E+00,0,0,8.84E-06,0,4.01E-05,0,0,0,1.86E-05,0,0.000321384,0,0,0.003275567,0.069808682,0.004632874,0,0,0.000259295,0,0.00E+00,0.000270579,0,7.32E-05,0,0.000823809,0,0.000488022,0,0,0,0,0,0,0.000932398,0,0.084904525,0,0,0,0,0,0,0,19,
222,212,14-Jan,2,7,SC,Two,Ung,36,0.000364751,0.000241561,0,0.000467133,0,0.000561366,0,0.000120723,0.000379088,0.000311795,0,0,5.39E-05,0,3.95E-05,0,0.000183786,0.000652581,0,2.07E-05,0.000659415,0,0,0.000395877,0.004646327,0.005049903,0,0,0.000531467,0,0,0.000341148,0,0.000439601,0,0.000712601,0,0.000447311,0,4.67E-05,0,1.45E-05,0,0,0,0,0.098812108,0,0,7.04E-05,0,0,0,0,25,
223,219,14-Jan,9,6,SC,Two,Ung,32,0.000602609,0.00020794,0,0.000208212,0,7.06E-05,0,0.000112536,0.00046746,0,0,0,5.19E-05,0,0,0,0.000312093,0,0,2.91E-05,0.000417348,0,0,0.000922973,0.081666126,0.002424064,0,0,0.000328608,0,0,0.000121208,0,0,0,0.000677481,0,0,0,0,0,1.16E-05,0,0,0.001460341,0,0.033586503,0,1.76E-05,0,0,0,0,0,20,
224,248,20-Jan,3,8,SC,Two,Ung,34,0,0.00018361,0,0.000424309,0.000875243,0,9.11E-05,0.000397028,0.001406989,0.000260394,0,0,0,0,0,0,0,0.001261772,0,0.000159187,0.000581749,0.000425416,0,0.00029938,0.006447024,0.003987751,0,0,0,0.000727543,0,0.000292589,0,0.001469261,0,0.000137483,0,0.000832785,0,7.22E-05,0,7.60E-05,0,0,0.000897771,0.006633535,0.061596545,0,5.03E-05,0.000747766,0,0,0,0,26,
225,250,20-Jan,5,6,SC,Two,Ung,37,0,0.000124427,0,0.000847416,0.000676303,0,0,0.000921377,0,0,7.07E-07,1.70E-05,0,0,0,0,0.000761496,0.000822158,0,0,0.001675262,0.002245713,0,0.000816668,0.020059185,0.007788815,0,0,0.00028076,0,0,0.001127283,0,0.000472526,0.000302283,0,0,0.001447877,0,2.91E-06,0,7.46E-06,0,0,0.001295188,0.013360843,0.13298162,0,0.000360988,0.001662974,0.000295913,0,0,0,26,
226,20,14-Nov,7,6,DEL4,Four,Ung,8,0.000810264,0.000114362,0,0,0,0,0,0,6.86E-05,0,0,0,0,0.000213025,0,0,0,0,0,0,0,0,0,0,0,0.002421297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060572983,0,0,6.15E-05,0,0,0,0,7,
227,22,14-Nov,9,6,DEL4,Four,Ung,3,0.000759707,0.000340492,0,0,0,0,0,0,0,0,0,0,6.69E-05,0.000502633,0,0,0,0,6.21E-05,0,0,0,0,0,0,0.000391893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003194595,0,0,0,0,0,0,0,7,
228,36,15-Nov,6,6,DEL4,Four,Ung,15,0.000654114,5.54E-05,0,0,0,0,1.50E-05,0,0.00032659,0,0,0,2.47E-05,0.000370179,0,0,0,0.000154211,0,2.01E-05,0,0,0,0,0,0,0,0.005323534,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.92E-05,0,0,0,0,0,0,0,0,10,
229,51,17-Nov,2,8,DEL4,Four,Ung,7,0,0,0,0,0,0,0,0,8.94E-05,0.000201432,0,0,0,0,0,0,0,0.000734652,5.80E-05,2.02E-05,0,0,0,0,0,0.000415484,0,0.010565222,0,0,0,0,0,0.001261062,0,0,0.00E+00,0,0,0,0,9.24E-05,0,0,0,0,0.008670858,0,0,0,0,0,0,0,10,
230,61,17-Nov,13,8,DEL4,Four,Ung,4,0,0.00014908,0,0,0,9.09E-05,0,5.26E-05,0.000115441,0,0,0,0,0.000117711,0,0,0,0.000304905,1.94E-05,0,9.51E-05,0,0,0,0,0.001865255,0,0,6.54E-05,0,0,1.74E-05,0,0.000218918,0,0,0,0,0,0,0,0,0,0,0.005370318,0.000158095,0.030686846,0,0,0,0,0,0,0,15,
231,64,17-Nov,17,6,DEL4,Four,Ung,11,0,3.36E-05,0,0,0,0,0,0,0.00025963,0,0,0,0,0,0,0,0,0.000149283,5.21E-05,5.73E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000326037,0,0,0,0,0,0,0,5.59E-06,0,0,0.007209972,0,0,0,0,0,0,0,0,0,8,
232,92,20-Nov,4,6,DEL4,Four,Ung,14,0,8.11E-05,0,0,0,0.000167233,0,8.23E-05,0.000436545,0,0,0,3.20E-05,0,0,0,0.000103156,0,0,0,0.00020003,0,0,0,0,0.003372177,0,0,0,0,0,0.000383812,0,0,0,0,0,0,0.00063788,0,0,0,0,0,0,0.000855329,0.078476272,0,0,0,0,0,0,0,12,
233,96,20-Nov,8,8,DEL4,Four,Ung,12,0,0.000116742,0,0,0,0,0,9.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031245,0,0,0,0,0,0,0,0.000304901,0,0,0,0.000102744,0,0,3.71E-05,0,0,0,0,0,0,0.000513091,0,0,0,0.000254314,0,0,0,0,8,
234,115,30-Nov,5,10,DEL4,Four,Ung,9,0.000871877,0.000150201,0,0,0.001004309,0,0,4.49E-05,0,0,0.001364235,0,5.57E-05,0.000124359,0.00112134,0,0,0.000618447,0.005413323,0,7.59E-05,0,0,0,0,0.001506388,0,0,0,0.000269606,0,0,0,0.002010817,0,0,0.00E+00,0.000448083,0,0,0,8.57E-05,0,0,0,0.00074195,0.026909601,0,0,0.000172108,0,0,0,0,19,
235,203,13-Jan,10,6,DEL4,Four,Ung,30,0.00031048,6.10E-05,0,0.000489181,0.001156258,0,0,0,0,0,0,0,9.65E-05,0,0,0,0,0.000577129,0,0,0.000382849,0,0,0.005309502,0.091355112,0.006441235,2.73E-05,0.007857403,0,0,0,0.001421713,0,0.000144152,0.000294693,0,0,0,0,0,0,0,0,0,0,0.000304542,0.131501399,0,7.81E-05,6.11E-05,0,0,0,0,19,
236,214,14-Jan,4,6,DEL4,Four,Ung,32,0.000470055,0.000190465,0,0,0,0,0,0,0,0,0,0,0.00018941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000542597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
237,215,14-Jan,5,9,DEL4,Four,Ung,28,0.000351784,0.000138613,0,0.000496131,0,0.000176922,0,0,0.000356216,4.55E-05,0,2.19E-05,7.84E-05,0,8.06E-05,0,0.000172427,0.000713794,0,3.36E-05,0.00063768,0,0,0,0,0.0059596,0,0,0.000364936,0,0,1.02E-05,0,0,0,0.000953961,0,0.000434584,0,0.000145096,0,1.98E-05,0,0,0,0.000617627,0.114168865,0,0.000140119,0,0,0,0,0,23,
238,218,14-Jan,8,6,DEL4,Four,Ung,31,0.000546471,0.000102816,0,0,0.000570959,0,0,0,0,0.000169072,0,0,0.000101958,0,0,0,0,0.000240023,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0.000329206,0,0,0,0.000521477,0,0,0,0,0,0,0,0,0,0,0.00060222,0,0,5.15E-05,0,0,0,0,10,
239,274,22-Jan,13,6,DEL4,Four,Ung,29,0,0.000409902,0,0.000659708,0,0.000233742,0,7.40E-05,0,0,0,0,0,0,0,0,0.000166742,0.000746767,0,0,0.000639514,0,0,0,0,0,0,0,0.000718189,0,6.19E-05,0.000758052,0,0,0,0.0003409,0,0,0,0.000161523,0,4.56E-05,0,0,0,0.002891005,0.13592611,0.000128441,0,0,0,0,0,0,16,
240,307,2-Feb,8,6,DEL4,Four,Ung,37,0.000856237,0.000141908,0,0.000264153,0.00054405,0,0.000101369,0,0.000423704,0.000520388,0,0,0,0,0,0.000222242,0,0.00065887,0.000150838,9.80E-06,0.000559435,0,0,0,0,0.004963236,0,0,0.000142258,0,0,0.000121254,0,0,0,0,0,0,3.13E-05,0,0,4.65E-05,0,0,0,0.000750998,0.074171801,0,0,0,0,0,0,0,19,
241,63,17-Nov,16,6,DEM,Four,Ung,13,0,0.000117309,0,9.58E-05,0,0,0,0,0.000450135,0,0,0,0,3.84E-05,0,0,0,0.000548317,7.83E-05,6.26E-05,0.000220263,0,0,0.000312031,0.017113485,0.003141861,0,0,0,0,0,0,0,0.000490184,0,0,0.000181304,0,0,0,0,2.45E-05,0,0,0.009304785,0.000118725,0.055958325,0,0,0,0,0,0,0,17,
242,86,18-Nov,18,8,DEM,Four,Ung,8,0.000588232,0.000143472,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0.000282264,0,0,0.000122704,0,0,0.00139559,0.012753679,0.002090079,0,0,2.23E-06,0,1.20E-06,0,0,0,0,0.000178779,7.61E-05,0,0,0,0,0,0,0,0,0.000371718,0.060844068,0,0,4.67E-05,0,0,0,0,14,
243,104,20-Nov,16,6,DEM,Four,Ung,10,0,5.08E-05,0,0.000375157,0,0,0,0,0.000741397,0,0,0,0,0,0,0,0.002132126,0.002896761,0,8.51E-05,0,0,0,0.004714566,0.243664606,0.003703635,0,0,0,0,0,0.000357218,0,0,0,0,0.000755132,0,0,8.05E-05,0,0,0,0,0.001539186,0.000452209,0.106839752,0,0,9.46E-05,0,0,0,0,16,
244,109,20-Nov,21,7,DEM,Four,Ung,11,0,6.12E-05,0,2.01E-05,0,0,0,0,0,3.02E-05,0,0,0,0,0,0,0,0,0,0,5.63E-05,0,0,0.00162249,0.019002006,0.002690435,0,0,0,0,0,0.000195601,0,0,0,0,0.000773629,0,0,0,0,0,0,0,0.000510557,0.000159819,0.069096073,0,0,0,0,0,0,0,12,
245,117,30-Nov,7,7,DEM,Four,Ung,14,0.001098837,0.000203414,0,0.000116265,0.001456622,0.000250201,0.00020821,0.001009565,0,0.000934905,0.00187439,0,0.00E+00,0.000856182,0.000445386,0,0.000303053,0.000736217,0.008047246,1.81E-05,0.00016943,0.000107054,0,0.006333216,0.117468633,0.003091106,0.000727099,0,0.00053031,0.000359361,0,0.002547031,0.000682761,0.002578178,0,0.001548923,0.000615329,0,0,0,0,9.69E-05,0,0,0,0.010943364,0.047525299,0,6.48E-05,0.00100567,0,0,0,0,33,
246,199,13-Jan,6,6,DEM,Four,Ung,42,0.000333337,0.000149554,0,0.000370353,0.000956685,0,0,0,0,0,0,0,0.000240409,0,0,0,0,0.000481312,0,0,0.000332776,0,0,0.000437603,0.010474263,0.003101699,0,0,0,0,0,0,0,0.000169845,0,0.000651951,0.000373535,0,0,0,0,0,0,0,0.001143936,0,0.081771342,0,0,0,0,0,0,0,15,
247,200,13-Jan,7,7,DEM,Four,Ung,28,0.000107847,7.13E-05,0,0.00020972,0.000338602,3.23E-05,0,4.53E-05,0.004196545,0,0,0,0.00E+00,0,0,0,0,0.000895215,0.000192685,0.000431976,0.000177298,0,0,0.000370738,0,0.003432293,0,0,3.91E-05,0.000431012,3.44E-05,0.000304064,0,0.000962284,0,0,0.000153511,0,0,0,0,0.000161588,0,0.000242724,0,0.000485445,0.042963789,0,0,0,0,0,0,0,23,
248,217,14-Jan,7,6,DEM,Four,Ung,40,0.00011399,0.00016324,8.03E-06,0.000650664,0,0,0,0,0.001047274,0,0,0,0,0,0,0,0,0.000916224,0,8.16E-05,0.000951313,0,0,0.000395897,0,0.006296311,0,0,0,0,0,0,0,0.000565236,0,0.000337264,0.000236032,0,0,9.63E-05,0,2.75E-05,0,0,0.00109139,0,0.102388093,0,0.00012594,0,0,0,0,0,18,
249,231,15-Jan,3,6,DEM,Four,Ung,39,0,0.000204195,0,0.000237347,0,0,0,0,0,0,0,0,0,0,0,0,2.54E-05,0.000314866,0,2.01E-05,0.000236012,0,0,0.000516299,0,0.003167677,0,0,0,0,0,0,0,0,0,9.84E-05,0,0,0,0,0,0,0,0,0.001658153,0,0.049553781,0,0,7.52E-05,0,0,0,0,12,
250,235,15-Jan,7,7,DEM,Four,Ung,41,0,0.000190064,2.24E-05,0.000407097,0,0,0,0,0.001058799,0,0,0,0,0,0,0,0.000102806,0.000936773,0,8.85E-05,0.000446352,0,0,0.000792761,0,0.004718124,0,0.019366519,0.000195807,0.000515388,0,0,0,0.000877574,0,0,0,0,0,6.43E-05,0,0,0,0,0,0.000976592,0.075491746,0,0.00075846,7.94E-05,0,0,0,0,19,
251,238,15-Jan,10,7,DEM,Four,Ung,33,0,0.00019201,0,0.000133775,0,0,0,2.82E-05,0,0,0,0,0,0,0,0,0,0.000261835,0,0,0.000157002,0,0,0.0023488,0.043941758,0.002016459,0,0,0.000160758,0,0,0.00078421,0,0,0.001112657,0.000921014,0.00061757,0,0,0,0,0,0,0,0.000760975,0.000491726,0.039293762,0,4.41E-05,0.000406695,0,0,0,0,18,
252,254,20-Jan,9,7,DEM,Four,Ung,32,0,0.000593423,0,0.00111461,0.000706246,0.000107928,0,8.26E-05,0,0,2.25E-05,0,0,0,0,0,0,0.001295273,0,0,0.001879109,0,0,0.000410607,0,0.010328643,5.01E-05,0,0.000360436,0,0,0.000667464,0,0.000316381,0,0.005404146,0.001929372,0.0017728,3.71E-05,0,0,1.59E-05,0,0,0,0.001065147,0.247336034,0,0,0.00012959,0.000583727,0,0,0,23,
