DATE,Sample,Peak#,Ret.Time,Proc.From,Proc.To,Mass,Area,Height,A/H,Conc.,Mark,Name
1-Dec,17B,14,7.668,7.618,7.7,TIC,623028,425024,1.46,1.05,MI ,cis.3.hexen.1.ol
1-Dec,17B,15,8.652,8.638,8.671,TIC,31596,23432,1.34,0.05,MI ,myroxide
1-Dec,17B,16,9.211,9.184,9.227,TIC,54908,33171,1.65,0.09,MI ,linalyl.acetate
1-Dec,17B,17,9.526,9.522,9.532,TIC,1733,5976,0.28,0,MI ,bergamotene
1-Dec,17B,18,9.617,9.585,9.648,TIC,355284,233528,1.52,0.6,MI ,trans.beta.caryophyllene
1-Dec,17B,19,9.677,9.657,9.701,TIC,17993,14430,1.24,0.03,MI ,terpinene.4.ol
1-Dec,17B,20,10.029,10.005,10.059,TIC,66172,47950,1.38,0.11,MI ,alloaromadendrene
1-Dec,17B,21,10.236,10.199,10.266,TIC,75489,50537,1.49,0.13,MI ,alpha.humulene
1-Dec,17B,22,10.358,10.344,10.378,TIC,13612,14036,0.96,0.02,MI ,beta.cadinene
1-Dec,17B,23,10.555,10.513,10.585,TIC,191400,126919,1.5,0.32,MI ,germacrene.D
1-Dec,17B,24,10.644,10.624,10.668,TIC,58105,41833,1.38,0.1,MI ,unknown.C15H24.2
1-Dec,17B,25,10.896,10.866,10.919,TIC,155207,114968,1.35,0.26,MI ,gamma.cadinene
1-Dec,17B,26,10.939,10.919,10.962,TIC,31579,24346,1.29,0.05,MI ,unknown.C15H24.3
1-Dec,18A,1,3.497,3.442,3.596,TIC,9953580,5385156,1.84,54.36,MI ,alpha.pinene
1-Dec,18A,2,4.427,4.394,4.466,TIC,604521,434025,1.39,3.3,MI ,beta.pinene
1-Dec,18A,3,4.614,4.597,4.645,TIC,26900,20064,1.34,0.15,MI ,sabinene
1-Dec,18A,4,5.192,5.158,5.24,TIC,238659,150805,1.58,1.3,MI ,beta.myrcene
1-Dec,18A,5,5.375,5.351,5.399,TIC,54425,30800,1.76,0.3,MI ,alpha.terpinene
1-Dec,18A,6,5.607,5.573,5.631,TIC,140010,93569,1.49,0.76,MI ,limonene
1-Dec,18A,7,5.714,5.699,5.752,TIC,29037,14618,1.98,0.16,MI ,beta.phellandrene
1-Dec,18A,8,6.151,6.119,6.173,TIC,63254,35935,1.76,0.35,MI ,gamma.terpinene
1-Dec,18A,9,6.752,6.728,6.791,TIC,169183,99250,1.7,0.92,MI ,acetoin
1-Dec,18A,10,6.816,6.791,6.864,TIC,93727,47154,1.98,0.51,MI ,cis.DMNT
1-Dec,18A,11,6.982,6.931,7.105,TIC,6653047,4457227,1.49,36.34,MI ,cis.3.hexenyl.acetate
1-Dec,18A,13,7.671,7.642,7.7,TIC,132587,101821,1.3,0.72,MI ,cis.3.hexen.1.ol
1-Dec,18A,14,9.685,9.657,9.706,TIC,26123,20415,1.27,0.14,MI ,trans.beta.caryophyllene
1-Dec,18A,15,10.681,10.653,10.706,TIC,44638,38100,1.17,0.24,MI ,germacrene.D
1-Dec,18B,1,3.491,3.408,3.596,TIC,12202683,5922806,2.06,61.81,MI ,alpha.pinene
1-Dec,18B,2,4.511,4.442,4.573,TIC,660255,241728,2.73,3.34,MI ,beta.pinene
1-Dec,18B,3,4.69,4.655,4.732,TIC,54938,26239,2.09,0.28,MI ,sabinene
1-Dec,18B,4,5.229,5.177,5.254,TIC,320853,189070,1.69,1.63,MI ,beta.myrcene
1-Dec,18B,5,5.407,5.375,5.438,TIC,69145,39934,1.73,0.35,MI ,alpha.terpinene
1-Dec,18B,6,5.633,5.602,5.66,TIC,180985,104330,1.73,0.92,MI ,limonene
1-Dec,18B,7,5.747,5.713,5.767,TIC,23050,14408,1.59,0.12,MI ,beta.phellandrene
1-Dec,18B,8,6.172,6.139,6.202,TIC,103509,66132,1.56,0.52,MI ,gamma.terpinene
1-Dec,18B,9,6.466,6.434,6.482,TIC,87285,61468,1.42,0.44,MI ,para.cymene
1-Dec,18B,10,6.578,6.569,6.598,TIC,4182,7288,0.57,0.02,MI ,alpha.terpinolene
1-Dec,18B,11,6.747,6.724,6.777,TIC,139900,88940,1.57,0.71,MI ,acetoin
1-Dec,18B,12,6.825,6.791,6.869,TIC,160971,106181,1.51,0.82,MI ,cis.DMNT
1-Dec,18B,13,6.983,6.936,7.096,TIC,5566285,3948937,1.4,28.2,MI ,cis.3.hexenyl.acetate
1-Dec,18B,14,7.67,7.637,7.705,TIC,120577,85644,1.4,0.61,MI ,cis.3.hexen.1.ol
1-Dec,18B,15,9.527,9.508,9.541,TIC,18966,23041,0.82,0.1,MI ,bergamotene
1-Dec,18B,16,9.684,9.667,9.706,TIC,25965,21360,1.21,0.13,MI ,trans.beta.caryophyllene
1-Dec,18B,17,10.362,10.358,10.368,TIC,1934,6669,0.28,0.01,MI ,alpha.terpineol
3-Dec,19A,1,6.033,5.984,6.095,TIC,165608,92680,1.78,3.09,MI ,cis.beta.ocimene
3-Dec,19A,2,6.227,6.173,6.351,TIC,4754744,2573225,1.84,88.76,MI ,trans.beta.ocimene
3-Dec,19A,3,6.756,6.728,6.811,TIC,87832,54334,1.61,1.64,MI ,acetoin
3-Dec,19A,5,8.649,8.628,8.696,TIC,252224,158182,1.59,4.71,MI ,myroxide
3-Dec,19B,1,5.225,5.182,5.245,TIC,70325,38293,1.83,0.56,MI ,beta.myrcene
3-Dec,19B,2,5.632,5.597,5.675,TIC,33508,19976,1.67,0.26,MI ,limonene
3-Dec,19B,3,6.051,6.023,6.11,TIC,262269,168867,1.55,2.07,MI ,cis.beta.ocimene
3-Dec,19B,4,6.246,6.192,6.467,TIC,9339858,6127433,1.52,73.71,MI ,trans.beta.ocimene
3-Dec,19B,5,6.825,6.791,6.873,TIC,561686,384893,1.45,4.43,MI ,cis.DMNT
3-Dec,19B,6,6.981,6.941,7.023,TIC,180932,134334,1.34,1.43,MI ,cis.3.hexenyl.acetate
3-Dec,19B,8,7.669,7.618,7.705,TIC,625367,429081,1.45,4.94,MI ,cis.3.hexen.1.ol
3-Dec,19B,9,8.648,8.623,8.691,TIC,152248,97697,1.55,1.2,MI ,myroxide
3-Dec,19B,10,9.616,9.59,9.652,TIC,105569,70771,1.49,0.83,MI ,trans.beta.caryophyllene
3-Dec,19B,11,10.082,10.068,10.107,TIC,30861,29714,1.03,0.24,MI ,alloaromadendrene
3-Dec,19B,12,10.392,10.349,10.431,TIC,533781,360949,1.47,4.21,MI ,beta.cadinene
3-Dec,19B,13,10.623,10.59,10.639,TIC,89932,62729,1.43,0.71,MI ,germacrene.D
3-Dec,19B,14,10.994,10.958,11.025,TIC,118318,78272,1.51,0.93,MI ,gamma.cadinene
3-Dec,19B,15,11.87,11.847,11.905,TIC,67003,42888,1.56,0.53,MI ,benzyl.alcohol
3-Dec,19B,16,14.333,14.302,14.36,TIC,443740,284463,1.55,3.5,MI ,intermedeol
17-Nov,1A,1,3.486,3.447,3.524,TIC,16872,11482,1.46,0.32,MI ,alpha.pinene
17-Nov,1A,2,5.241,5.191,5.274,TIC,27845,11781,2.36,0.53,MI ,beta.myrcene
17-Nov,1A,3,6.062,6.023,6.1,TIC,105098,74838,1.4,2,MI ,cis.beta.ocimene
17-Nov,1A,4,6.255,6.192,6.337,TIC,4579355,3025606,1.51,87.1,MI ,trans.beta.ocimene
17-Nov,1A,5,6.771,6.743,6.806,TIC,27749,18462,1.5,0.53,MI ,acetoin
17-Nov,1A,6,6.998,6.96,7.023,TIC,43226,24302,1.77,0.82,MI ,cis.3.hexenyl.acetate
17-Nov,1A,8,9.632,9.595,9.667,TIC,169590,120187,1.41,3.23,MI ,trans.beta.caryophyllene
17-Nov,1A,9,10.044,10.01,10.059,TIC,47539,40150,1.18,0.9,MI ,alloaromadendrene
17-Nov,1A,10,10.256,10.218,10.271,TIC,27037,24870,1.08,0.51,MI ,alpha.humulene
17-Nov,1A,11,10.566,10.547,10.59,TIC,22877,21492,1.06,0.44,MI ,germacrene.D
17-Nov,1A,12,10.658,10.643,10.672,TIC,18803,17746,1.05,0.36,MI ,unknown.C15H24.2
17-Nov,1A,13,10.912,10.88,10.938,TIC,118901,76325,1.55,2.26,MI ,gamma.cadinene
17-Nov,1B,1,3.499,3.408,3.587,TIC,859040,412790,2.08,0.88,MI ,alpha.pinene
17-Nov,1B,2,4.515,4.476,4.592,TIC,55195,23553,2.34,0.06,MI ,beta.pinene
17-Nov,1B,3,5.24,5.201,5.269,TIC,233366,133837,1.74,0.24,MI ,beta.myrcene
17-Nov,1B,4,5.412,5.38,5.452,TIC,73132,45598,1.6,0.07,MI ,alpha.terpinene
17-Nov,1B,5,5.638,5.607,5.675,TIC,79383,42569,1.86,0.08,MI ,limonene
17-Nov,1B,6,6.065,6.018,6.115,TIC,819453,490959,1.66,0.84,MI ,cis.beta.ocimene
17-Nov,1B,7,6.276,6.168,6.467,TIC,40951509,23066438,1.77,41.77,MI ,trans.beta.ocimene
17-Nov,1B,8,6.767,6.738,6.825,TIC,123238,65031,1.89,0.13,MI ,acetoin
17-Nov,1B,9,7.016,6.946,7.12,TIC,53233480,31129753,1.71,54.3,MI ,cis.3.hexenyl.acetate
17-Nov,1B,11,7.357,7.333,7.391,TIC,82497,62462,1.32,0.08,MI ,1.hexanol
17-Nov,1B,12,7.683,7.627,7.714,TIC,988281,688156,1.43,1.01,MI ,cis.3.hexen.1.ol
17-Nov,1B,13,8.284,8.28,8.309,TIC,44960,49537,0.9,0.05,MI ,2.6.dimethyl.1.3.5.7.octatetraene.(trans)
17-Nov,1B,14,9.533,9.517,9.546,TIC,21265,17730,1.19,0.02,MI ,bergamotene
17-Nov,1B,15,9.629,9.595,9.672,TIC,99483,69304,1.43,0.1,MI ,trans.beta.caryophyllene
17-Nov,1B,16,10.038,10.02,10.063,TIC,14945,13576,1.1,0.02,MI ,alloaromadendrene
17-Nov,1B,17,10.25,10.233,10.276,TIC,20820,13616,1.52,0.02,MI ,alpha.humulene
17-Nov,1B,18,10.565,10.537,10.595,TIC,54509,39117,1.39,0.06,MI ,germacrene.D
17-Nov,1B,19,10.906,10.885,10.933,TIC,57861,37741,1.53,0.06,MI ,gamma.cadinene
3-Dec,20A,1,3.49,3.471,3.534,TIC,22596,14458,1.56,0.35,MI ,alpha.pinene
3-Dec,20A,2,5.227,5.191,5.24,TIC,9337,9541,0.97,0.14,MI ,beta.myrcene
3-Dec,20A,3,5.633,5.617,5.651,TIC,23810,20118,1.18,0.37,MI ,limonene
3-Dec,20A,4,6.052,6.023,6.081,TIC,73281,48646,1.5,1.13,MI ,cis.beta.ocimene
3-Dec,20A,5,6.243,6.197,6.332,TIC,3958421,2559211,1.54,61.21,MI ,trans.beta.ocimene
3-Dec,20A,6,6.747,6.719,6.786,TIC,190111,124321,1.52,2.94,MI ,acetoin
3-Dec,20A,7,6.823,6.791,6.859,TIC,312684,214955,1.45,4.83,MI ,cis.DMNT
3-Dec,20A,8,6.98,6.941,7.014,TIC,318897,230516,1.38,4.93,MI ,cis.3.hexenyl.acetate
3-Dec,20A,9,7.667,7.632,7.7,TIC,637384,460636,1.38,9.86,MI ,cis.3.hexen.1.ol
3-Dec,20A,10,8.646,8.628,8.686,TIC,79519,54968,1.44,1.23,MI ,myroxide
3-Dec,20A,11,9.614,9.58,9.638,TIC,28892,21670,1.33,0.45,MI ,trans.beta.caryophyllene
3-Dec,20A,12,10.07,10.044,10.073,TIC,17712,22000,0.8,0.27,MI ,alloaromadendrene
3-Dec,20A,13,10.389,10.358,10.426,TIC,329759,237019,1.39,5.1,MI ,beta.cadinene
3-Dec,20A,14,10.618,10.581,10.653,TIC,77753,46373,1.67,1.2,MI ,germacrene.D
3-Dec,20A,15,10.991,10.943,11.02,TIC,81881,58267,1.4,1.27,MI ,unknown.C15H24.3
3-Dec,20A,16,11.869,11.837,11.895,TIC,46716,32407,1.44,0.72,MI ,benzyl.alcohol
3-Dec,20A,17,14.33,14.293,14.37,TIC,258376,175280,1.47,4,MI ,intermedeol
3-Dec,20B,1,6.243,6.221,6.26,TIC,14531,13019,1.11,8.55,MI ,trans.beta.ocimene
3-Dec,20B,2,6.745,6.724,6.796,TIC,111362,69844,1.59,65.49,MI ,acetoin
3-Dec,20B,3,11.184,11.161,11.228,TIC,44141,29000,1.52,25.96,MI ,methyl.salicylate
3-Dec,21A,1,5.232,5.191,5.249,TIC,10951,7544,1.45,0.26,MI ,beta.myrcene
3-Dec,21A,2,5.635,5.602,5.655,TIC,11554,8041,1.43,0.28,MI ,limonene
3-Dec,21A,3,6.051,6.027,6.086,TIC,36037,22558,1.59,0.86,MI ,cis.beta.ocimene
3-Dec,21A,4,6.241,6.197,6.308,TIC,1786358,1203530,1.48,42.6,MI ,trans.beta.ocimene
3-Dec,21A,5,6.747,6.719,6.791,TIC,87442,53829,1.62,2.09,MI ,acetoin
3-Dec,21A,6,6.824,6.796,6.893,TIC,193480,128660,1.5,4.61,MI ,cis.DMNT
3-Dec,21A,7,6.979,6.931,7.018,TIC,749599,554849,1.35,17.88,MI ,cis.3.hexenyl.acetate
3-Dec,21A,9,7.667,7.623,7.7,TIC,537354,384462,1.39,12.82,MI ,cis.3.hexen.1.ol
3-Dec,21A,10,9.614,9.575,9.638,TIC,44945,32558,1.38,1.07,MI ,trans.beta.caryophyllene
3-Dec,21A,11,10.389,10.349,10.431,TIC,346117,238401,1.45,8.25,MI ,beta.cadinene
3-Dec,21A,12,10.621,10.585,10.648,TIC,63802,39740,1.6,1.52,MI ,germacrene.D
3-Dec,21A,13,10.992,10.953,11.025,TIC,81564,58109,1.4,1.95,MI ,unknown.C15H24.3
3-Dec,21A,14,11.866,11.842,11.9,TIC,20201,15849,1.27,0.48,MI ,benzyl.alcohol
3-Dec,21A,15,14.331,14.297,14.36,TIC,163089,129249,1.26,3.89,MI ,intermedeol
3-Dec,21B,1,5.233,5.206,5.249,TIC,25994,16976,1.53,0.45,MI ,beta.myrcene
3-Dec,21B,2,5.641,5.612,5.665,TIC,19012,10438,1.82,0.33,MI ,limonene
3-Dec,21B,3,5.752,5.738,5.771,TIC,6236,5525,1.12,0.11,MI ,beta.phellandrene
3-Dec,21B,4,6.052,6.032,6.081,TIC,57398,43184,1.32,0.98,MI ,cis.beta.ocimene
3-Dec,21B,5,6.244,6.202,6.313,TIC,2771026,1892027,1.46,47.48,MI ,trans.beta.ocimene
3-Dec,21B,6,6.748,6.724,6.782,TIC,82556,49314,1.67,1.41,MI ,acetoin
3-Dec,21B,7,6.825,6.786,6.893,TIC,726056,484452,1.49,12.44,MI ,cis.DMNT
3-Dec,21B,8,6.981,6.927,7.023,TIC,617459,428277,1.44,10.58,MI ,cis.3.hexenyl.acetate
3-Dec,21B,9,7.667,7.623,7.705,TIC,858655,598961,1.43,14.71,MI ,cis.3.hexen.1.ol
3-Dec,21B,10,9.621,9.585,9.648,TIC,41025,31879,1.28,0.7,MI ,trans.beta.caryophyllene
3-Dec,21B,11,10.074,10.044,10.088,TIC,24484,17212,1.42,0.42,MI ,alloaromadendrene
3-Dec,21B,12,10.39,10.353,10.426,TIC,354745,251203,1.41,6.08,MI ,beta.cadinene
3-Dec,21B,13,10.621,10.585,10.653,TIC,71138,44004,1.61,1.22,MI ,germacrene.D
3-Dec,21B,14,10.994,10.962,11.016,TIC,84273,61679,1.36,1.44,MI ,unknown.C15H24.3
3-Dec,21B,15,14.33,14.312,14.346,TIC,96324,86613,1.11,1.65,MI ,intermedeol
3-Dec,22A,1,3.485,3.48,3.509,TIC,3483,3612,0.96,0.03,MI ,alpha.pinene
3-Dec,22A,2,5.226,5.196,5.245,TIC,58211,34070,1.7,0.52,MI ,beta.myrcene
3-Dec,22A,3,5.63,5.607,5.66,TIC,19146,14051,1.36,0.17,MI ,limonene
3-Dec,22A,4,5.739,5.723,5.762,TIC,3420,2855,1.19,0.03,MI ,beta.phellandrene
3-Dec,22A,5,6.048,6.018,6.086,TIC,146378,100666,1.45,1.31,MI ,cis.beta.ocimene
3-Dec,22A,6,6.242,6.197,6.467,TIC,6601519,4141965,1.59,59.29,MI ,trans.beta.ocimene
3-Dec,22A,7,6.745,6.719,6.786,TIC,86340,52866,1.63,0.78,MI ,acetoin
3-Dec,22A,8,6.821,6.782,6.864,TIC,1386813,940414,1.47,12.46,MI ,cis.DMNT
3-Dec,22A,9,6.977,6.902,7.018,TIC,505011,362805,1.39,4.54,MI ,cis.3.hexenyl.acetate
3-Dec,22A,11,7.664,7.608,7.7,TIC,949330,677996,1.4,8.53,MI ,cis.3.hexen.1.ol
3-Dec,22A,12,9.523,9.512,9.532,TIC,7642,12259,0.62,0.07,MI ,bergamotene
3-Dec,22A,13,9.613,9.58,9.652,TIC,509871,338596,1.5,4.58,MI ,trans.beta.caryophyllene
3-Dec,22A,14,10.236,10.199,10.271,TIC,104523,63611,1.64,0.94,MI ,alpha.humulene
3-Dec,22A,15,10.386,10.349,10.416,TIC,303658,212169,1.43,2.73,MI ,beta.cadinene
3-Dec,22A,16,10.615,10.581,10.653,TIC,71923,35166,2.04,0.65,MI ,germacrene.D
3-Dec,22A,17,10.834,10.827,10.856,TIC,38756,44740,0.86,0.35,MI ,veratrole
3-Dec,22A,18,10.988,10.962,11.006,TIC,66170,45252,1.46,0.59,MI ,unknown.C15H24.3
3-Dec,22A,19,11.864,11.832,11.886,TIC,32033,25345,1.26,0.29,MI ,benzyl.alcohol
3-Dec,22A,20,14.327,14.293,14.384,TIC,160686,98566,1.63,1.44,MI ,intermedeol
3-Dec,22B,1,5.228,5.206,5.245,TIC,31239,23152,1.34,0.32,MI ,beta.myrcene
3-Dec,22B,2,5.635,5.612,5.655,TIC,13826,10450,1.32,0.14,MI ,limonene
3-Dec,22B,3,6.05,6.023,6.081,TIC,136451,89469,1.52,1.39,MI ,cis.beta.ocimene
3-Dec,22B,4,6.244,6.202,6.458,TIC,5520015,3743660,1.47,56.13,MI ,trans.beta.ocimene
